성별,나이,직업,이용 횟수,호선,지불방법
여성,50대,기타,51,7호선,현금
남성,30대,무직,53,5호선,현금
여성,30대,회사원,45,7호선,신용카드
남성,40대,무직,100,1호선,신용카드
남성,10대,무직,16,4호선,현금
남성,20대,학생,58,1호선,현금
여성,40대,기타,95,6호선,교통카드
남성,50대,무직,78,4호선,현금
여성,20대,무직,52,3호선,현금
남성,10대,학생,79,4호선,신용카드
여성,30대,기타,41,8호선,신용카드
여성,30대,회사원,90,1호선,신용카드
남성,50대,회사원,65,8호선,신용카드
여성,20대,무직,14,4호선,현금
남성,40대,자영업,53,7호선,신용카드
여성,40대,학생,44,7호선,신용카드
여성,20대,학생,100,9호선,신용카드
남성,20대,회사원,17,3호선,신용카드
여성,60대 이상,학생,40,7호선,교통카드
남성,50대,자영업,29,3호선,신용카드
여성,60대 이상,무직,92,9호선,교통카드
남성,20대,무직,2,5호선,신용카드
남성,20대,무직,27,6호선,교통카드
남성,30대,자영업,18,5호선,교통카드
여성,60대 이상,자영업,28,8호선,현금
남성,50대,회사원,93,4호선,교통카드
여성,10대,학생,26,2호선,신용카드
남성,50대,무직,35,7호선,현금
여성,10대,무직,26,2호선,현금
남성,60대 이상,기타,14,6호선,교통카드
여성,20대,학생,53,4호선,교통카드
여성,20대,기타,9,3호선,교통카드
남성,10대,학생,81,1호선,교통카드
남성,50대,기타,26,9호선,교통카드
남성,10대,회사원,13,8호선,신용카드
남성,50대,학생,62,7호선,신용카드
남성,20대,기타,43,8호선,현금
남성,40대,자영업,40,5호선,현금
여성,20대,자영업,37,9호선,신용카드
여성,20대,자영업,57,2호선,교통카드
여성,60대 이상,회사원,77,2호선,신용카드
남성,10대,학생,76,2호선,신용카드
여성,10대,학생,76,4호선,신용카드
남성,60대 이상,회사원,17,5호선,신용카드
여성,60대 이상,기타,17,3호선,현금
남성,50대,무직,59,3호선,신용카드
남성,40대,자영업,50,5호선,현금
여성,30대,기타,26,2호선,신용카드
남성,30대,회사원,64,9호선,교통카드
남성,20대,무직,23,7호선,교통카드
남성,20대,무직,82,6호선,교통카드
여성,40대,회사원,30,9호선,현금
남성,60대 이상,기타,69,4호선,교통카드
남성,50대,자영업,39,3호선,신용카드
여성,60대 이상,기타,15,6호선,현금
여성,50대,무직,5,2호선,현금
여성,50대,자영업,27,4호선,신용카드
여성,10대,무직,13,1호선,현금
여성,30대,회사원,8,9호선,현금
여성,30대,무직,70,1호선,교통카드
여성,20대,무직,52,7호선,교통카드
여성,30대,자영업,16,6호선,교통카드
여성,20대,회사원,47,9호선,현금
여성,60대 이상,자영업,71,7호선,신용카드
남성,10대,학생,69,2호선,교통카드
여성,40대,학생,96,5호선,현금
남성,20대,자영업,73,8호선,신용카드
남성,30대,기타,59,9호선,신용카드
남성,30대,학생,66,4호선,교통카드
남성,20대,자영업,67,8호선,신용카드
여성,50대,무직,75,6호선,현금
남성,20대,회사원,89,8호선,교통카드
남성,10대,학생,43,7호선,교통카드
남성,20대,학생,40,7호선,교통카드
여성,20대,무직,79,8호선,교통카드
남성,30대,자영업,30,3호선,교통카드
남성,30대,자영업,6,6호선,신용카드
남성,50대,무직,60,4호선,신용카드
남성,30대,회사원,28,2호선,현금
여성,30대,회사원,61,1호선,교통카드
여성,20대,무직,65,2호선,현금
남성,50대,기타,65,5호선,신용카드
여성,40대,학생,46,1호선,현금
여성,60대 이상,학생,54,1호선,현금
남성,20대,학생,32,6호선,교통카드
여성,20대,기타,37,4호선,현금
남성,30대,무직,40,8호선,신용카드
여성,60대 이상,기타,97,9호선,현금
남성,10대,자영업,5,2호선,현금
여성,50대,무직,88,4호선,신용카드
남성,30대,무직,3,1호선,교통카드
여성,40대,무직,81,2호선,현금
여성,30대,자영업,99,9호선,신용카드
여성,60대 이상,학생,77,3호선,교통카드
남성,20대,무직,38,1호선,교통카드
여성,60대 이상,회사원,58,4호선,현금
남성,40대,자영업,49,2호선,신용카드
여성,10대,기타,39,1호선,교통카드
남성,60대 이상,기타,31,7호선,현금
여성,10대,학생,29,7호선,현금
남성,10대,회사원,8,2호선,신용카드
여성,10대,기타,39,2호선,현금
남성,40대,학생,75,1호선,신용카드
여성,40대,무직,51,7호선,신용카드
남성,40대,자영업,43,4호선,교통카드
여성,10대,회사원,60,4호선,신용카드
여성,30대,기타,39,3호선,현금
여성,60대 이상,자영업,91,5호선,교통카드
여성,10대,자영업,50,3호선,교통카드
남성,10대,회사원,27,3호선,신용카드
남성,50대,학생,74,2호선,교통카드
여성,30대,자영업,41,5호선,현금
여성,20대,회사원,38,4호선,신용카드
남성,30대,기타,24,5호선,신용카드
여성,60대 이상,회사원,98,8호선,교통카드
남성,60대 이상,기타,66,5호선,현금
여성,20대,기타,14,2호선,현금
여성,60대 이상,학생,29,9호선,교통카드
여성,50대,학생,30,6호선,신용카드
여성,60대 이상,학생,88,9호선,신용카드
여성,40대,자영업,99,1호선,신용카드
여성,60대 이상,회사원,54,5호선,현금
여성,20대,무직,48,4호선,교통카드
남성,30대,학생,32,9호선,신용카드
남성,10대,학생,31,3호선,현금
여성,30대,회사원,42,5호선,교통카드
남성,60대 이상,학생,20,7호선,현금
여성,60대 이상,회사원,87,9호선,현금
남성,10대,기타,73,9호선,교통카드
남성,30대,자영업,1,4호선,현금
남성,50대,기타,12,4호선,신용카드
여성,40대,무직,85,5호선,현금
남성,30대,자영업,3,6호선,신용카드
여성,60대 이상,학생,88,3호선,신용카드
남성,20대,자영업,70,9호선,신용카드
여성,50대,무직,3,1호선,교통카드
남성,30대,자영업,32,7호선,교통카드
남성,30대,자영업,49,7호선,신용카드
남성,60대 이상,기타,61,4호선,신용카드
남성,30대,무직,18,1호선,교통카드
여성,10대,학생,92,5호선,교통카드
남성,60대 이상,기타,35,2호선,신용카드
여성,20대,무직,85,6호선,교통카드
여성,10대,자영업,8,3호선,현금
여성,30대,자영업,24,4호선,교통카드
여성,60대 이상,회사원,48,1호선,현금
여성,10대,회사원,35,1호선,교통카드
남성,60대 이상,자영업,45,6호선,교통카드
여성,60대 이상,자영업,64,2호선,현금
남성,50대,학생,58,1호선,교통카드
여성,30대,회사원,67,8호선,교통카드
남성,10대,기타,13,4호선,교통카드
남성,20대,자영업,45,7호선,신용카드
여성,40대,자영업,42,8호선,교통카드
남성,40대,무직,65,2호선,현금
여성,30대,기타,84,4호선,교통카드
남성,50대,무직,74,6호선,교통카드
남성,10대,기타,59,8호선,현금
남성,40대,회사원,7,8호선,신용카드
남성,40대,회사원,8,1호선,교통카드
여성,30대,학생,52,2호선,신용카드
여성,50대,무직,9,6호선,신용카드
남성,60대 이상,기타,23,3호선,신용카드
여성,20대,회사원,48,7호선,현금
남성,30대,회사원,50,9호선,현금
남성,50대,기타,97,6호선,신용카드
남성,60대 이상,회사원,24,6호선,신용카드
남성,30대,무직,15,9호선,교통카드
여성,20대,무직,71,8호선,현금
남성,40대,회사원,46,1호선,교통카드
남성,50대,학생,91,2호선,교통카드
남성,30대,무직,96,2호선,신용카드
남성,20대,학생,97,9호선,신용카드
남성,40대,기타,100,6호선,현금
여성,30대,무직,57,2호선,교통카드
여성,30대,학생,84,7호선,교통카드
여성,50대,회사원,22,9호선,교통카드
여성,40대,회사원,42,1호선,신용카드
여성,20대,회사원,56,2호선,현금
남성,20대,회사원,29,3호선,현금
남성,50대,학생,59,8호선,교통카드
남성,60대 이상,무직,34,1호선,신용카드
여성,10대,자영업,52,5호선,교통카드
남성,60대 이상,자영업,84,7호선,신용카드
여성,30대,학생,75,1호선,교통카드
여성,30대,기타,85,9호선,신용카드
남성,60대 이상,기타,1,6호선,현금
남성,20대,회사원,75,7호선,교통카드
남성,20대,무직,36,4호선,신용카드
남성,50대,학생,92,5호선,현금
여성,40대,무직,19,2호선,현금
남성,60대 이상,무직,78,2호선,현금
남성,50대,무직,4,2호선,교통카드
남성,60대 이상,회사원,53,8호선,교통카드
여성,10대,회사원,76,4호선,신용카드
여성,30대,학생,57,9호선,신용카드
여성,10대,학생,70,7호선,신용카드
남성,50대,회사원,66,4호선,신용카드
여성,20대,기타,52,1호선,현금
남성,10대,기타,32,5호선,신용카드
남성,30대,무직,88,1호선,현금
남성,60대 이상,기타,50,5호선,신용카드
여성,50대,기타,30,6호선,교통카드
남성,10대,학생,11,6호선,신용카드
여성,20대,무직,33,3호선,현금
여성,50대,회사원,56,2호선,교통카드
여성,40대,학생,68,9호선,현금
남성,50대,학생,95,3호선,신용카드
남성,50대,기타,85,6호선,교통카드
남성,60대 이상,자영업,58,2호선,교통카드
여성,60대 이상,무직,27,8호선,신용카드
남성,50대,무직,71,8호선,교통카드
남성,10대,회사원,51,4호선,신용카드
여성,10대,자영업,17,5호선,신용카드
여성,40대,자영업,15,6호선,신용카드
여성,30대,무직,23,4호선,현금
남성,30대,학생,78,4호선,신용카드
남성,50대,회사원,29,9호선,교통카드
여성,40대,회사원,37,4호선,현금
여성,20대,회사원,30,4호선,교통카드
남성,20대,회사원,50,5호선,신용카드
남성,50대,무직,95,8호선,현금
남성,40대,무직,80,5호선,현금
여성,40대,회사원,84,1호선,현금
남성,50대,학생,61,4호선,교통카드
여성,10대,학생,22,2호선,교통카드
여성,40대,학생,74,2호선,현금
여성,60대 이상,자영업,21,1호선,교통카드
여성,50대,무직,71,4호선,신용카드
남성,60대 이상,기타,26,5호선,교통카드
남성,10대,회사원,78,5호선,교통카드
여성,10대,학생,4,8호선,신용카드
남성,20대,회사원,43,6호선,신용카드
남성,40대,회사원,21,4호선,교통카드
여성,30대,무직,70,4호선,현금
여성,50대,자영업,30,5호선,신용카드
남성,10대,무직,83,3호선,현금
남성,30대,회사원,67,2호선,현금
남성,30대,무직,12,9호선,신용카드
여성,20대,학생,51,5호선,현금
여성,10대,기타,43,3호선,교통카드
남성,60대 이상,회사원,20,8호선,교통카드
남성,30대,기타,17,5호선,현금
남성,50대,자영업,35,5호선,교통카드
남성,10대,학생,21,9호선,현금
여성,30대,기타,10,1호선,신용카드
남성,30대,학생,98,5호선,신용카드
남성,30대,기타,10,5호선,신용카드
여성,40대,무직,95,3호선,신용카드
남성,10대,학생,83,7호선,교통카드
남성,10대,자영업,32,9호선,교통카드
여성,50대,회사원,15,6호선,현금
여성,50대,회사원,52,6호선,교통카드
여성,30대,학생,65,8호선,신용카드
남성,30대,무직,79,6호선,교통카드
여성,10대,자영업,37,7호선,신용카드
남성,20대,자영업,81,9호선,교통카드
여성,60대 이상,기타,21,5호선,현금
남성,40대,회사원,55,2호선,신용카드
여성,50대,회사원,37,9호선,신용카드
여성,10대,학생,43,5호선,현금
남성,10대,무직,71,4호선,교통카드
남성,60대 이상,학생,78,2호선,신용카드
남성,30대,학생,37,2호선,교통카드
여성,10대,무직,84,3호선,교통카드
여성,40대,회사원,24,4호선,현금
남성,60대 이상,무직,48,1호선,교통카드
남성,30대,무직,53,3호선,교통카드
남성,30대,회사원,22,7호선,신용카드
남성,10대,기타,32,7호선,신용카드
남성,50대,학생,98,8호선,신용카드
남성,40대,자영업,7,1호선,교통카드
여성,40대,학생,49,9호선,신용카드
여성,10대,학생,55,8호선,현금
여성,10대,회사원,10,8호선,현금
남성,20대,회사원,9,9호선,현금
남성,60대 이상,회사원,2,5호선,현금
여성,30대,자영업,51,3호선,현금
여성,60대 이상,무직,37,9호선,현금
여성,20대,무직,6,7호선,교통카드
남성,30대,무직,83,2호선,교통카드
남성,20대,회사원,8,9호선,신용카드
여성,20대,무직,62,1호선,현금
여성,60대 이상,기타,66,3호선,현금
남성,60대 이상,무직,61,8호선,교통카드
여성,60대 이상,학생,24,9호선,현금
남성,30대,학생,39,4호선,교통카드
남성,40대,학생,67,8호선,신용카드
남성,60대 이상,무직,90,7호선,현금
여성,50대,학생,7,6호선,신용카드
여성,20대,무직,90,4호선,신용카드
남성,50대,학생,3,4호선,교통카드
남성,50대,자영업,58,6호선,현금
여성,20대,무직,89,7호선,교통카드
여성,60대 이상,자영업,20,5호선,교통카드
남성,50대,무직,39,5호선,신용카드
여성,30대,기타,87,6호선,현금
여성,10대,회사원,68,1호선,교통카드
여성,50대,회사원,33,1호선,신용카드
남성,30대,기타,70,2호선,현금
남성,20대,자영업,42,1호선,교통카드
남성,40대,학생,65,5호선,신용카드
여성,40대,자영업,50,5호선,신용카드
여성,20대,회사원,26,3호선,현금
여성,10대,학생,25,4호선,현금
여성,20대,회사원,56,7호선,교통카드
남성,10대,자영업,40,9호선,신용카드
여성,30대,무직,47,6호선,신용카드
남성,60대 이상,학생,2,4호선,신용카드
여성,20대,무직,4,8호선,교통카드
여성,10대,학생,83,6호선,교통카드
여성,40대,무직,51,5호선,신용카드
남성,60대 이상,자영업,84,7호선,신용카드
여성,20대,무직,8,6호선,현금
남성,20대,자영업,81,4호선,현금
남성,30대,자영업,51,1호선,현금
남성,60대 이상,기타,19,6호선,교통카드
남성,30대,회사원,59,7호선,신용카드
남성,60대 이상,무직,74,9호선,현금
여성,20대,기타,66,4호선,현금
남성,50대,회사원,13,8호선,교통카드
여성,60대 이상,무직,55,7호선,신용카드
여성,50대,회사원,47,2호선,신용카드
남성,10대,자영업,5,5호선,교통카드
남성,20대,기타,58,8호선,신용카드
