gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Male,0,Yes,60,Yes,No,No internet service,20.55,0
Male,0,Yes,49,Yes,Yes,No,97.95,0
Male,0,No,4,No,No phone service,No,48.55,1
Female,0,No,29,Yes,No,No internet service,20.0,0
Female,0,No,67,Yes,Yes,No internet service,25.25,0
Female,0,No,53,Yes,Yes,No,98.4,1
Male,0,No,67,Yes,Yes,Yes,70.9,0
Female,0,Yes,6,Yes,No,No internet service,19.85,0
Female,0,No,47,Yes,Yes,No,106.35,0
Female,0,No,53,Yes,No,Yes,99.5,0
Male,0,No,69,Yes,No,Yes,84.7,0
Male,0,No,3,Yes,No,Yes,86.05,0
Male,0,No,4,Yes,No,No,44.55,0
Male,0,Yes,56,Yes,Yes,Yes,75.85,0
Male,1,No,59,Yes,Yes,No,93.85,1
Male,1,No,61,Yes,Yes,No internet service,25.0,0
Female,0,No,2,Yes,No,No,45.0,0
Male,1,Yes,46,Yes,Yes,Yes,100.7,1
Male,0,Yes,12,Yes,No,No internet service,20.5,0
Female,0,No,14,Yes,Yes,No,80.45,1
Female,0,Yes,28,Yes,Yes,No,90.45,0
Male,0,No,24,Yes,No,Yes,60.45,0
Male,0,No,31,Yes,No,No,55.25,1
Female,0,Yes,68,Yes,Yes,Yes,78.45,0
Male,0,Yes,39,Yes,Yes,No,100.55,0
Female,0,No,42,Yes,No,No internet service,20.35,0
Male,0,No,13,No,No phone service,Yes,54.45,1
Female,0,No,6,Yes,Yes,No,90.75,0
Male,0,No,35,Yes,Yes,No,75.35,1
Female,0,No,38,Yes,No,No internet service,20.25,0
Male,0,No,18,Yes,No,No internet service,20.05,0
Female,0,No,4,Yes,No,No internet service,19.6,0
Male,0,No,27,Yes,No,No,53.8,0
Male,0,Yes,41,Yes,No,Yes,70.2,0
Male,0,Yes,50,Yes,No,Yes,75.5,0
Male,0,Yes,72,Yes,No,No internet service,20.35,0
Female,0,No,70,Yes,Yes,No internet service,26.05,0
Male,0,Yes,44,Yes,No,No internet service,20.6,0
Male,0,No,2,Yes,No,Yes,75.7,1
Female,0,Yes,34,Yes,No,No internet service,20.1,0
Female,1,No,72,Yes,Yes,No internet service,24.3,0
Male,0,No,71,Yes,Yes,No internet service,24.5,0
Female,0,No,64,Yes,Yes,No,110.5,0
Female,0,No,72,Yes,Yes,No internet service,25.25,0
Male,0,No,1,Yes,Yes,No,74.25,1
Male,1,No,29,Yes,No,Yes,90.1,0
Female,0,No,23,Yes,No,Yes,68.75,0
Male,0,Yes,52,Yes,No,No internet service,19.2,0
Female,1,No,25,Yes,Yes,No,89.7,1
Female,0,No,64,Yes,Yes,Yes,115.1,0
Female,1,No,16,Yes,Yes,No,96.4,1
Male,1,No,1,Yes,No,No,69.5,1
Male,0,No,24,Yes,Yes,No,99.65,0
Male,0,No,2,Yes,Yes,No,91.45,0
Female,0,Yes,34,Yes,No,Yes,84.75,0
Male,1,No,36,Yes,Yes,No,85.25,1
Male,0,Yes,53,Yes,Yes,No,78.75,0
Female,0,Yes,47,Yes,No,No internet service,20.25,0
Male,0,Yes,72,Yes,No,No internet service,19.9,0
Male,0,Yes,72,Yes,Yes,Yes,97.75,0
Male,0,No,1,Yes,No,No internet service,19.4,1
Female,0,No,9,Yes,Yes,No,83.3,1
Female,0,No,8,Yes,No,No,80.1,1
Male,1,No,45,Yes,No,Yes,62.7,1
Female,0,No,7,Yes,No,No,100.4,0
Female,0,No,71,Yes,Yes,No internet service,24.45,0
Female,1,No,41,Yes,No,No,101.1,0
Male,0,Yes,67,No,No phone service,Yes,50.9,0
Male,0,No,69,Yes,Yes,Yes,107.2,0
Female,1,No,70,Yes,Yes,Yes,92.2,0
Male,0,No,25,Yes,Yes,No internet service,25.3,1
Male,0,No,72,Yes,Yes,Yes,113.4,0
Male,0,Yes,34,No,No phone service,No,40.55,0
Female,0,Yes,65,Yes,Yes,No internet service,26.0,0
Female,0,No,70,Yes,Yes,Yes,111.95,0
Female,0,Yes,72,No,No phone service,Yes,53.8,0
Male,0,Yes,35,Yes,No,No,72.1,0
Male,0,No,13,Yes,Yes,Yes,98.15,1
Female,0,No,12,Yes,Yes,Yes,78.85,0
Female,0,Yes,62,Yes,No,Yes,70.75,0
Female,0,No,25,Yes,No,Yes,76.15,0
Female,0,No,52,No,No phone service,Yes,39.1,0
Male,1,No,8,Yes,No,No,69.95,0
Male,0,No,2,Yes,No,No internet service,20.05,0
Female,0,Yes,56,Yes,No,No internet service,20.05,0
Female,0,No,12,Yes,No,No internet service,19.45,0
Female,0,No,47,Yes,Yes,No internet service,26.9,0
Male,1,No,2,Yes,No,No internet service,19.2,0
Female,0,No,18,Yes,No,No,50.0,0
Female,0,No,8,Yes,No,Yes,60.0,0
Male,0,No,45,Yes,Yes,Yes,84.55,0
Male,0,No,3,Yes,No,No,45.45,0
Female,0,No,38,Yes,No,No internet service,20.05,0
Male,0,No,72,Yes,Yes,Yes,115.55,0
Male,0,No,46,Yes,Yes,Yes,93.7,1
Female,0,Yes,71,Yes,Yes,Yes,99.0,0
Male,0,Yes,66,No,No phone service,No,50.55,0
Male,1,No,25,Yes,Yes,No,105.95,1
Male,0,No,18,Yes,Yes,No,82.0,1
Female,0,Yes,13,Yes,Yes,No internet service,25.0,0
Female,0,Yes,65,Yes,Yes,Yes,91.55,0
Male,0,No,60,Yes,Yes,No,95.75,1
Male,0,Yes,15,Yes,No,No internet service,19.35,0
Female,0,No,72,Yes,Yes,No internet service,24.85,0
Male,0,No,30,Yes,Yes,No,94.05,1
Female,0,Yes,42,Yes,No,No,100.4,0
Female,0,No,71,Yes,Yes,No internet service,25.0,0
Female,0,No,1,Yes,No,No,54.75,1
Male,1,No,39,Yes,Yes,No,95.65,1
Female,0,No,35,Yes,No,No internet service,19.25,0
Female,0,Yes,53,Yes,No,No,108.25,0
Female,0,No,1,Yes,Yes,No,94.6,1
Female,1,Yes,31,Yes,No,No,98.9,1
Male,0,No,48,Yes,No,No internet service,20.15,0
Female,1,Yes,30,Yes,Yes,No,101.3,0
Male,0,No,10,Yes,No,No internet service,20.0,0
Female,0,Yes,12,Yes,Yes,No,105.3,0
Female,1,No,57,Yes,No,Yes,69.85,0
Female,0,No,58,Yes,No,Yes,65.25,0
Female,0,No,37,Yes,No,No internet service,19.8,0
Female,0,Yes,44,Yes,No,No internet service,19.6,0
Male,0,Yes,27,Yes,No,No internet service,20.05,0
Female,0,No,8,Yes,No,No,49.4,0
Male,1,No,3,Yes,Yes,No,76.05,1
Female,1,No,25,Yes,No,No,88.4,0
Female,0,Yes,57,Yes,Yes,No,100.6,0
Female,0,No,12,Yes,No,No internet service,19.45,0
Female,0,Yes,62,Yes,No,No internet service,20.3,0
Female,0,No,65,Yes,Yes,No,107.65,0
Female,0,No,71,Yes,Yes,No,80.45,0
Female,0,Yes,21,Yes,No,No,58.85,0
Male,0,No,71,Yes,Yes,Yes,109.6,0
Female,0,No,7,Yes,No,No,75.15,0
Female,0,No,72,Yes,No,Yes,73.0,0
Female,0,No,1,Yes,No,No,70.1,0
Female,0,Yes,72,Yes,Yes,No,98.65,0
Female,0,Yes,64,Yes,Yes,No,111.45,0
Female,0,No,72,Yes,Yes,Yes,114.9,0
Female,0,No,29,Yes,Yes,No,100.55,0
Female,0,No,13,Yes,No,No internet service,20.4,0
Female,0,No,31,Yes,Yes,Yes,104.35,0
Male,1,No,1,Yes,No,No,69.75,1
Male,0,Yes,7,No,No phone service,Yes,34.5,1
Male,0,No,61,Yes,Yes,No,105.55,1
Female,0,Yes,39,No,No phone service,No,30.1,1
Male,0,No,10,Yes,No,No,70.3,1
Female,0,Yes,14,Yes,Yes,No,80.45,0
Female,0,No,1,Yes,Yes,No,80.2,1
Female,0,Yes,67,Yes,Yes,Yes,94.35,1
Female,0,No,72,Yes,Yes,Yes,91.35,0
Male,0,Yes,6,Yes,No,No,44.6,1
Female,0,No,1,Yes,No,No internet service,19.6,1
Male,0,Yes,25,Yes,No,No internet service,19.9,0
Female,1,No,33,Yes,Yes,No,110.45,1
Male,0,No,18,Yes,No,Yes,68.35,0
Male,0,No,71,Yes,No,No,79.1,0
Male,1,Yes,28,Yes,Yes,No,51.0,0
Female,0,Yes,2,Yes,Yes,Yes,80.55,0
Male,0,Yes,17,Yes,Yes,No,66.7,0
Male,0,No,56,Yes,Yes,Yes,86.4,0
Female,0,No,60,No,No phone service,Yes,50.05,0
Female,0,No,33,Yes,Yes,No internet service,25.7,0
Female,0,No,1,Yes,No,Yes,83.4,0
Male,0,No,2,Yes,No,No,70.7,1
Male,0,No,63,Yes,Yes,Yes,84.65,0
Male,1,No,7,Yes,Yes,No,99.25,1
Female,0,No,55,Yes,No,No,64.75,0
Female,0,No,65,Yes,Yes,Yes,100.15,0
Male,0,No,1,Yes,No,No,84.8,1
Male,0,No,63,Yes,Yes,No internet service,25.25,0
Female,1,No,70,Yes,Yes,Yes,113.0,0
Female,0,Yes,36,No,No phone service,Yes,40.65,0
Male,0,No,52,Yes,No,No,105.0,1
Male,0,No,22,Yes,Yes,Yes,54.45,1
Male,0,No,22,Yes,No,No,94.95,0
Female,1,No,5,Yes,No,Yes,59.9,0
Female,0,No,47,Yes,No,No,85.3,1
Female,0,No,33,Yes,Yes,No,83.35,1
Male,0,No,18,No,No phone service,No,33.5,1
Female,0,No,1,Yes,No,No internet service,19.8,0
Male,0,No,56,Yes,No,No,81.8,0
Female,0,No,2,Yes,No,No internet service,20.0,0
Male,0,No,35,Yes,Yes,Yes,59.6,0
Female,0,No,64,Yes,Yes,No internet service,25.0,0
Female,0,No,15,Yes,Yes,Yes,84.35,0
Male,0,No,24,Yes,No,No,90.35,1
Male,0,No,1,Yes,No,No,55.55,0
Female,0,Yes,70,Yes,No,Yes,75.35,0
Male,0,No,1,Yes,No,No,90.75,1
Female,0,Yes,4,Yes,Yes,No,89.6,1
Female,0,No,39,Yes,No,No,59.3,0
Female,0,No,29,Yes,Yes,Yes,66.1,0
Female,0,Yes,14,Yes,No,No internet service,18.8,0
Female,0,No,61,Yes,Yes,Yes,86.45,0
Male,0,Yes,13,Yes,No,Yes,52.1,0
Female,0,No,66,No,No phone service,Yes,47.4,0
Male,0,No,2,No,No phone service,No,49.25,1
Female,0,No,59,Yes,Yes,Yes,109.15,0
Male,0,Yes,62,Yes,Yes,Yes,94.95,0
Male,1,No,33,Yes,No,Yes,93.55,0
Male,0,Yes,66,Yes,No,No,79.5,0
Female,0,No,72,Yes,Yes,Yes,115.05,0
Male,0,Yes,1,Yes,No,No internet service,19.75,1
Female,0,No,19,Yes,Yes,Yes,95.15,1
Female,0,Yes,51,Yes,Yes,Yes,95.15,0
Male,0,No,63,Yes,Yes,No,105.4,0
Male,0,No,27,Yes,No,No internet service,20.1,0
Male,0,No,22,Yes,Yes,Yes,101.35,1
Female,1,No,4,Yes,No,No internet service,20.05,0
Male,0,Yes,42,Yes,No,No internet service,20.7,0
Female,0,No,29,Yes,No,No internet service,20.35,0
Female,0,No,4,Yes,No,No,70.05,1
Male,0,No,30,Yes,No,No internet service,19.7,0
Male,0,No,4,Yes,Yes,No,74.65,1
Male,0,Yes,71,Yes,No,Yes,85.45,0
Male,0,No,46,No,No phone service,Yes,40.4,0
Male,0,No,4,Yes,Yes,No,50.4,1
Female,0,No,7,Yes,Yes,Yes,79.65,1
Male,0,No,69,Yes,Yes,No,105.2,0
Female,0,No,72,Yes,Yes,Yes,100.65,0
Male,1,No,19,Yes,Yes,No,79.85,1
Male,0,No,28,Yes,No,No,91.0,0
Male,0,No,5,Yes,Yes,No,78.75,1
Female,1,No,72,Yes,Yes,Yes,116.75,0
Male,1,Yes,8,Yes,No,No,80.45,1
Female,0,No,7,Yes,No,Yes,59.1,0
Female,0,No,22,Yes,No,Yes,49.8,0
Male,0,No,72,Yes,No,No internet service,19.3,0
Male,0,Yes,8,Yes,No,No internet service,19.65,0
Male,0,No,52,Yes,Yes,Yes,81.4,0
Female,0,No,68,No,No phone service,Yes,38.9,0
Female,0,No,71,Yes,Yes,Yes,87.95,0
Male,0,No,2,Yes,No,No internet service,19.85,0
Female,1,No,34,Yes,Yes,No,96.35,0
Female,0,No,35,No,No phone service,No,24.15,0
Female,0,Yes,61,Yes,No,No internet service,19.1,0
Male,0,No,1,Yes,No,No,44.0,0
Female,0,No,1,Yes,Yes,No,50.1,1
Female,0,Yes,53,Yes,No,No,60.6,0
Female,0,No,72,Yes,Yes,No internet service,25.65,0
Male,0,No,2,Yes,No,No,76.4,1
Male,0,No,3,Yes,No,No,98.7,1
Female,1,No,13,Yes,Yes,Yes,100.8,1
Male,1,No,41,No,No phone service,No,53.95,0
Female,0,No,24,Yes,No,No internet service,20.4,0
Female,0,Yes,28,Yes,No,No,90.1,1
Male,0,No,8,No,No phone service,Yes,29.35,0
Male,0,No,1,Yes,No,No internet service,20.45,0
Female,0,No,54,Yes,Yes,No,95.1,0
Male,0,No,41,Yes,Yes,No internet service,25.25,0
Female,0,No,19,Yes,No,No,44.9,0
Female,0,Yes,72,Yes,Yes,Yes,92.65,0
Male,0,No,62,No,No phone service,Yes,43.7,0
Female,1,Yes,56,Yes,No,Yes,72.6,0
Male,0,No,15,Yes,Yes,No,51.55,1
Male,1,No,10,Yes,No,No,79.25,1
Male,0,Yes,32,Yes,No,No internet service,18.95,0
Male,0,No,21,Yes,No,No internet service,20.5,0
Male,0,Yes,62,Yes,No,No internet service,19.95,0
Female,0,No,2,No,No phone service,No,24.5,0
Male,0,Yes,27,Yes,No,No internet service,20.6,0
Male,0,No,5,Yes,Yes,No,94.85,1
Female,0,No,25,No,No phone service,Yes,61.05,0
Female,0,No,2,Yes,Yes,No,85.7,1
Male,0,No,49,Yes,Yes,No,106.65,0
Female,0,No,63,Yes,Yes,Yes,108.25,0
Female,0,Yes,4,Yes,No,No internet service,20.4,0
Female,0,No,1,Yes,No,No,55.3,0
Male,0,No,11,Yes,No,No internet service,20.25,0
Male,1,No,52,Yes,Yes,No,72.95,0
Female,1,No,60,Yes,Yes,No,89.45,0
Male,0,No,64,Yes,Yes,No,104.65,0
Female,0,Yes,43,Yes,No,Yes,75.2,0
Female,0,No,61,Yes,Yes,No,101.15,0
Female,0,No,1,Yes,No,No,44.4,1
Male,1,No,5,Yes,No,No,89.5,1
Male,0,No,66,Yes,Yes,Yes,68.75,0
Male,0,No,67,Yes,No,Yes,111.05,0
Female,0,No,42,Yes,No,No,99.0,0
Male,1,No,1,Yes,Yes,No,86.05,1
Female,0,Yes,31,Yes,No,No internet service,21.0,0
Male,0,No,7,Yes,No,No internet service,19.4,0
Male,0,No,4,No,No phone service,No,44.55,1
Male,0,Yes,34,Yes,Yes,No,77.2,0
Male,0,No,3,Yes,No,No internet service,19.45,0
Female,0,Yes,19,No,No phone service,No,24.85,0
Male,0,Yes,31,No,No phone service,Yes,35.4,1
Female,0,No,1,Yes,Yes,No,95.65,1
Male,0,No,3,No,No phone service,Yes,41.35,0
Male,0,No,46,Yes,No,No internet service,19.6,0
Female,0,No,1,Yes,No,No internet service,20.95,1
Female,0,Yes,69,Yes,Yes,Yes,84.45,0
Male,0,No,5,Yes,No,No internet service,20.25,0
Male,0,No,1,Yes,No,No internet service,19.65,0
Male,0,No,26,Yes,No,No internet service,20.65,0
Female,1,No,10,No,No phone service,No,34.7,1
Male,0,No,25,Yes,No,No,99.3,0
Male,0,Yes,64,Yes,No,Yes,81.05,0
Male,0,Yes,30,Yes,Yes,Yes,67.6,0
Male,0,No,13,Yes,No,No,70.15,0
Female,0,No,64,Yes,Yes,Yes,115.0,0
Female,0,Yes,46,Yes,Yes,No,84.8,0
Female,0,No,12,Yes,No,No internet service,19.7,0
Female,0,No,15,Yes,No,No internet service,19.75,1
Male,0,Yes,17,Yes,Yes,No,92.55,1
Female,0,Yes,13,Yes,No,Yes,63.15,0
Female,0,Yes,67,Yes,Yes,Yes,74.0,0
Male,0,No,24,No,No phone service,No,29.1,0
Male,0,No,6,Yes,No,No,50.05,0
Male,1,No,53,Yes,Yes,Yes,60.05,1
Male,1,No,16,Yes,No,No,74.3,1
Male,0,No,10,Yes,No,No internet service,20.0,0
Female,0,No,13,Yes,No,No,74.65,0
Male,0,No,9,Yes,Yes,No,85.35,1
Female,0,No,25,Yes,No,Yes,74.3,1
Male,1,No,7,No,No phone service,No,44.4,0
Male,0,Yes,38,Yes,Yes,Yes,85.4,0
Female,0,No,43,Yes,Yes,Yes,94.1,0
Female,0,Yes,4,Yes,No,No,98.1,1
Female,0,No,25,Yes,Yes,No,108.9,0
Male,0,Yes,27,Yes,No,Yes,56.2,0
Male,0,Yes,72,Yes,Yes,No internet service,26.1,0
Male,0,Yes,71,Yes,Yes,Yes,85.45,0
Female,0,No,24,Yes,Yes,No,88.95,0
Female,0,No,50,Yes,Yes,Yes,109.65,1
Male,0,No,57,Yes,No,Yes,74.35,0
Female,0,No,15,Yes,No,No,48.85,0
Male,0,No,4,Yes,Yes,Yes,80.1,0
Female,0,No,28,Yes,No,Yes,56.05,0
Female,1,No,9,Yes,Yes,No,74.55,1
Female,0,No,55,Yes,Yes,Yes,89.8,0
Male,0,No,3,Yes,Yes,No,100.95,1
Male,0,No,10,Yes,No,No,94.9,1
Male,0,Yes,55,Yes,No,No internet service,19.1,0
Female,0,Yes,20,Yes,No,No internet service,20.35,0
Female,0,Yes,62,Yes,Yes,No,106.05,0
Male,1,No,32,Yes,Yes,No,104.9,1
Female,0,No,43,Yes,No,No internet service,19.65,0
Male,0,No,9,No,No phone service,No,24.1,1
Female,0,No,60,Yes,No,Yes,59.85,0
Male,0,No,58,Yes,Yes,Yes,86.1,0
Male,0,Yes,7,Yes,No,No internet service,19.45,0
Male,0,Yes,2,Yes,No,Yes,97.1,0
Male,1,No,37,No,No phone service,No,36.65,0
Female,1,Yes,65,Yes,Yes,No,103.9,0
Female,0,Yes,39,Yes,No,No internet service,19.75,0
Male,0,No,66,Yes,Yes,No,104.05,1
Male,0,No,68,Yes,Yes,No internet service,24.55,0
Female,0,Yes,62,No,No phone service,Yes,48.7,0
Male,0,No,3,Yes,No,No,88.35,1
Female,0,No,72,Yes,Yes,Yes,109.55,0
Female,0,No,41,Yes,No,No internet service,20.65,0
Male,0,Yes,29,Yes,No,Yes,94.65,1
Female,0,No,4,Yes,No,Yes,55.2,0
Male,0,No,53,Yes,Yes,No internet service,24.05,0
Male,1,No,1,Yes,Yes,No,74.4,1
Female,0,Yes,41,Yes,Yes,Yes,79.9,1
Male,0,No,39,Yes,No,No internet service,20.45,0
Male,0,No,63,Yes,No,No internet service,19.25,0
Male,0,No,15,Yes,Yes,No internet service,26.35,0
Female,0,No,13,Yes,No,No,43.8,0
Male,0,No,1,Yes,No,No,50.15,0
Male,0,No,1,Yes,No,No internet service,20.45,0
Male,1,No,8,Yes,No,No,69.7,1
Male,0,No,60,Yes,No,Yes,61.4,0
Female,1,No,12,Yes,Yes,No,98.1,1
Male,0,No,40,Yes,Yes,No,70.75,0
Female,0,No,66,Yes,No,Yes,61.15,0
Male,0,Yes,42,Yes,No,No internet service,20.25,0
Female,1,No,66,Yes,Yes,Yes,63.85,0
Male,0,No,49,Yes,Yes,No,98.7,0
Female,0,No,1,Yes,No,No internet service,20.5,1
Female,0,No,41,Yes,No,No internet service,20.0,0
Female,0,Yes,41,Yes,No,No internet service,19.3,0
Female,0,Yes,23,Yes,No,Yes,84.4,0
Male,0,No,3,No,No phone service,No,25.1,0
Female,0,No,4,No,No phone service,Yes,48.25,0
Female,0,Yes,52,Yes,No,No internet service,19.85,0
Female,1,No,4,Yes,Yes,Yes,99.6,1
Female,0,No,11,Yes,No,No,94.2,0
Female,0,No,2,Yes,No,Yes,62.15,0
Female,0,No,26,Yes,Yes,No,79.3,0
Male,0,Yes,24,Yes,No,Yes,56.25,0
Female,0,No,12,Yes,No,No internet service,20.3,0
Male,1,No,60,Yes,Yes,No,99.0,0
Female,0,Yes,64,Yes,Yes,Yes,90.6,0
Male,0,No,66,Yes,No,Yes,85.9,0
Female,0,No,60,Yes,Yes,No,79.2,0
Male,0,Yes,17,Yes,Yes,Yes,70.35,0
Male,0,Yes,42,Yes,No,No internet service,19.35,0
Male,0,No,1,Yes,Yes,No,50.15,0
Female,0,Yes,47,Yes,No,No,63.8,0
Female,0,No,10,Yes,No,No internet service,20.55,0
Male,1,No,70,Yes,Yes,Yes,88.55,0
Male,1,No,67,Yes,Yes,No,101.4,0
Female,0,No,1,Yes,No,No,81.95,1
Male,0,No,7,Yes,No,No,69.35,1
Male,0,No,1,Yes,No,No,44.6,0
Male,0,No,4,Yes,No,No,63.75,0
Female,0,Yes,66,Yes,Yes,Yes,109.25,0
Female,0,No,12,Yes,No,No,84.6,0
Female,0,No,24,Yes,No,No internet service,20.45,0
Male,0,No,26,Yes,No,No,85.75,0
Female,0,No,6,Yes,No,No,91.1,1
Male,0,No,57,Yes,Yes,No,107.95,0
Male,0,No,14,Yes,Yes,No,86.1,1
Female,0,Yes,42,Yes,Yes,No internet service,22.95,0
Male,0,No,25,Yes,Yes,No,94.7,1
Female,0,No,64,Yes,No,No internet service,19.45,0
Male,0,No,22,Yes,Yes,No,85.1,1
Male,0,No,19,Yes,No,No internet service,19.7,0
Female,0,Yes,61,Yes,Yes,No,99.15,1
Male,0,No,22,Yes,No,No,87.0,0
Male,1,No,70,Yes,Yes,No,102.95,1
Male,0,No,12,Yes,No,No,79.95,0
Female,0,No,31,Yes,No,Yes,64.0,0
Female,0,No,11,Yes,No,No,64.9,0
Male,0,Yes,68,Yes,Yes,No internet service,25.75,0
Female,1,Yes,72,Yes,Yes,Yes,90.15,0
Male,1,No,67,Yes,Yes,Yes,116.1,0
Female,0,No,60,Yes,No,Yes,104.95,0
Male,0,No,1,Yes,No,No,45.05,1
Female,1,Yes,1,Yes,No,No,71.0,1
Male,0,Yes,58,No,No phone service,Yes,50.0,0
Female,1,Yes,47,Yes,No,No,70.55,1
Female,0,No,1,Yes,No,No,79.7,1
Male,0,No,1,Yes,No,No internet service,20.45,0
Male,0,No,22,Yes,Yes,Yes,59.0,1
Female,0,No,48,Yes,No,Yes,60.35,1
Female,0,No,37,Yes,No,No internet service,19.85,0
Male,0,No,13,Yes,No,No internet service,19.95,0
Male,0,No,43,Yes,Yes,No internet service,26.45,0
Female,0,No,6,No,No phone service,Yes,63.4,0
Male,0,No,71,No,No phone service,Yes,53.95,0
Female,1,Yes,1,Yes,No,No,69.25,1
Female,0,Yes,72,Yes,Yes,Yes,95.1,0
Female,1,No,6,Yes,No,Yes,74.1,0
Male,0,Yes,12,No,No phone service,No,35.5,0
Male,0,No,25,Yes,No,No,70.95,1
Female,0,No,21,Yes,No,No,79.2,0
Female,0,Yes,6,Yes,No,No,48.8,0
Male,0,No,20,Yes,No,No,89.0,1
Male,0,No,18,Yes,Yes,Yes,99.4,1
Female,0,No,43,Yes,No,No,55.45,0
Female,0,Yes,35,Yes,Yes,No internet service,25.4,0
Female,0,No,1,Yes,No,No,73.5,1
Male,1,No,32,Yes,Yes,No,93.5,0
Male,0,No,52,No,No phone service,Yes,63.9,0
Male,0,No,32,Yes,No,No,64.85,0
Female,0,Yes,72,No,No phone service,Yes,63.8,0
Male,0,No,51,No,No phone service,Yes,44.45,0
Male,0,Yes,68,Yes,No,No internet service,19.95,0
Male,1,No,8,No,No phone service,No,43.35,0
Male,0,No,49,No,No phone service,No,49.65,0
Female,0,No,72,Yes,No,Yes,85.1,0
Male,0,No,9,Yes,Yes,No,95.5,1
Female,0,No,28,Yes,No,Yes,92.35,1
Male,0,No,54,Yes,No,Yes,89.8,0
Male,0,No,11,Yes,No,No,74.55,1
Female,0,Yes,50,Yes,No,No,103.05,0
Female,0,No,69,Yes,Yes,Yes,116.0,0
Male,0,No,1,Yes,No,No,69.9,0
Male,0,Yes,68,Yes,No,Yes,95.1,0
Male,0,Yes,40,No,No phone service,Yes,40.25,0
Male,0,Yes,31,Yes,Yes,No internet service,25.75,0
Female,1,Yes,33,Yes,Yes,No,105.35,0
Male,1,No,55,Yes,Yes,No,113.6,0
Male,0,Yes,68,Yes,Yes,No internet service,24.0,0
Female,0,Yes,12,Yes,No,No internet service,19.4,0
Male,0,No,71,Yes,No,Yes,86.1,0
Male,0,No,40,Yes,Yes,No,102.65,0
Female,0,Yes,64,Yes,Yes,No,92.85,0
Male,0,No,53,Yes,Yes,No,97.75,0
Male,1,No,12,Yes,No,No,83.8,1
Male,1,No,53,No,No phone service,No,54.45,1
Male,0,No,72,Yes,Yes,Yes,97.95,0
Male,0,No,46,Yes,No,No internet service,19.95,0
Male,0,No,40,Yes,Yes,No internet service,24.6,0
Male,0,No,12,No,No phone service,Yes,50.95,0
Male,0,No,9,Yes,No,Yes,75.6,0
Female,0,Yes,51,Yes,Yes,No,80.75,0
Male,0,Yes,49,Yes,No,No,90.4,0
Male,1,No,41,Yes,Yes,No,99.8,1
Female,0,No,56,Yes,No,Yes,60.25,0
Male,0,No,4,Yes,No,No internet service,20.2,0
Male,0,No,20,Yes,No,Yes,64.15,0
Female,0,Yes,26,Yes,No,No internet service,20.25,0
Female,0,Yes,20,Yes,Yes,No,105.85,1
Female,0,No,7,Yes,Yes,No,75.45,1
Male,0,No,7,Yes,Yes,No,93.85,1
Male,0,No,51,Yes,No,No,99.0,0
Female,0,No,4,Yes,Yes,No,80.3,0
Female,0,No,1,Yes,No,No internet service,19.55,0
Male,0,Yes,27,Yes,Yes,Yes,100.75,0
Male,0,No,22,Yes,Yes,Yes,100.75,1
Male,0,No,12,Yes,No,No,53.75,0
Female,0,Yes,3,No,No phone service,No,31.0,1
Female,0,Yes,34,Yes,Yes,No internet service,25.6,0
Male,0,No,24,Yes,Yes,Yes,58.35,0
Male,0,No,51,Yes,Yes,No,80.0,1
Female,1,No,14,No,No phone service,No,46.35,0
Male,0,No,59,Yes,Yes,Yes,113.75,0
Male,0,No,3,Yes,No,No,90.4,0
Female,0,Yes,65,Yes,Yes,Yes,109.3,0
Male,1,No,5,Yes,No,No,70.25,1
Female,0,Yes,59,Yes,Yes,Yes,90.3,0
Male,0,Yes,72,No,No phone service,Yes,65.25,0
Female,0,Yes,62,Yes,No,No,100.15,1
Male,0,No,28,Yes,Yes,Yes,94.5,1
Male,0,No,3,Yes,No,No,60.65,0
Male,0,Yes,19,Yes,Yes,No internet service,24.1,0
Male,0,No,1,Yes,No,No internet service,19.5,0
Male,0,No,24,Yes,No,No,85.95,0
Male,1,No,57,Yes,No,No,53.5,0
Female,0,No,72,Yes,Yes,No internet service,25.45,0
Male,0,No,67,Yes,No,No internet service,20.5,0
Male,0,Yes,52,Yes,No,No internet service,20.85,0
Male,0,Yes,71,Yes,Yes,Yes,89.9,0
Female,0,No,26,Yes,Yes,No internet service,26.0,0
Female,0,No,35,Yes,Yes,Yes,113.2,0
Female,0,Yes,55,Yes,No,No,69.05,0
Female,0,Yes,33,Yes,No,No internet service,20.1,0
Male,0,No,72,Yes,Yes,Yes,109.65,0
Male,0,Yes,1,Yes,No,No internet service,19.2,0
Male,0,No,10,No,No phone service,No,33.9,1
Female,1,No,37,Yes,No,No,90.0,0
Male,0,No,12,No,No phone service,No,34.0,0
Male,0,Yes,1,Yes,No,No internet service,20.4,0
Male,0,No,62,No,No phone service,Yes,38.6,0
Female,0,No,1,No,No phone service,No,25.25,0
Female,0,No,18,Yes,Yes,Yes,60.6,0
Male,1,No,69,Yes,Yes,No,89.95,1
Male,0,No,2,Yes,No,No,74.75,0
Male,0,Yes,19,Yes,No,No internet service,20.6,0
Male,0,No,12,Yes,Yes,No,84.45,1
Male,0,No,9,Yes,No,No internet service,20.4,0
Male,0,No,27,Yes,No,Yes,81.7,0
Male,0,Yes,27,Yes,Yes,No,79.5,1
